timestamp,entity_id,volume,frequency
2026-09-04T15:12:36.493417,sensor/Current frequency,0.0,68.2144
2026-09-04T15:12:36.541000,sensor/Current frequency,0.0,228.7629
2026-09-04T15:12:36.600829,sensor/Current frequency,0.0,1318.368
2026-09-04T15:12:36.653124,sensor/Current frequency,0.0,186.7671
2026-09-04T15:12:36.704942,sensor/Current frequency,0.0,1383.74
2026-09-04T15:12:36.763861,sensor/Current frequency,0.0,75.5691
2026-09-04T15:12:36.810296,sensor/Current frequency,0.0,84.31059
2026-09-04T15:12:36.868687,sensor/Current frequency,0.0,62.02631
2026-09-04T15:12:36.915236,sensor/Current frequency,0.0,157.928
2026-09-04T15:12:36.976480,sensor/Current frequency,0.0,239.3674
2026-09-04T15:12:37.021510,sensor/Current frequency,0.0,73.13522
2026-09-04T15:12:37.078270,sensor/Current frequency,0.0,197.9197
2026-09-04T15:12:37.138766,sensor/Current frequency,0.0,205.2207
2026-09-04T15:12:37.184545,sensor/Current frequency,0.0,208.5841
2026-09-04T15:12:37.243562,sensor/Current frequency,0.0,71.94049
2026-09-04T15:12:37.292376,sensor/Current frequency,0.0,522.4095
2026-09-04T15:12:37.347888,sensor/Current frequency,0.0,202.671
2026-09-04T15:12:37.394349,sensor/Current frequency,0.0,96.53693
2026-09-04T15:12:37.448771,sensor/Current frequency,0.0,187.2307
2026-09-04T15:12:37.498939,sensor/Current frequency,0.0,161.8951
2026-09-04T15:12:37.554869,sensor/Current frequency,0.0,225.742
2026-09-04T15:12:37.607795,sensor/Current frequency,0.0,228.2108
2026-09-04T15:12:37.658748,sensor/Current frequency,0.0,777.0331
2026-09-04T15:12:37.721110,sensor/Current frequency,0.0,70.08391
2026-09-04T15:12:37.789302,sensor/Current frequency,0.0,196.5124
2026-09-04T15:12:37.823195,sensor/Current frequency,0.0,182.9745
2026-09-04T15:12:37.875069,sensor/Current frequency,0.0,90.09877
2026-09-04T15:12:37.930934,sensor/Current frequency,0.0,254.9049
2026-09-04T15:12:37.982054,sensor/Current frequency,0.0,1405.304
2026-09-04T15:12:38.034090,sensor/Current frequency,0.0,68.86534
2026-09-04T15:12:38.100954,sensor/Current frequency,0.0,189.2835
2026-09-04T15:12:38.140484,sensor/Current frequency,0.0,82.50025
2026-09-04T15:12:38.203650,sensor/Current frequency,0.0,186.5851
2026-09-04T15:12:38.252340,sensor/Current frequency,0.0,189.1883
2026-09-04T15:12:38.312129,sensor/Current frequency,0.0,237.7215
2026-09-04T15:12:38.352820,sensor/Current frequency,0.0,687.3984
2026-09-04T15:12:38.408393,sensor/Current frequency,0.0,186.7385
2026-09-04T15:12:38.466853,sensor/Current frequency,0.0,509.6428
2026-09-04T15:12:38.513775,sensor/Current frequency,0.0,1143.344
2026-09-04T15:12:38.573435,sensor/Current frequency,0.0,231.4791
2026-09-04T15:12:38.619862,sensor/Current frequency,0.0,272.6924
2026-09-04T15:12:38.676470,sensor/Current frequency,0.0,180.864
2026-09-04T15:12:38.725663,sensor/Current frequency,0.0,356.7943
2026-09-04T15:12:38.782011,sensor/Current frequency,0.0,398.1413
2026-09-04T15:12:38.838156,sensor/Current frequency,0.0,189.2752
2026-09-04T15:12:38.884014,sensor/Current frequency,0.0,637.5211
2026-09-04T15:12:38.951116,sensor/Current frequency,0.0,1510.498
2026-09-04T15:12:38.991688,sensor/Current frequency,0.0,523.5024
2026-09-04T15:12:39.057530,sensor/Current frequency,0.0,98.83516
2026-09-04T15:12:39.096118,sensor/Current frequency,0.0,221.992
2026-09-04T15:12:39.152714,sensor/Current frequency,0.0,78.1684
2026-09-04T15:12:39.222215,sensor/Current frequency,0.0,506.0794
2026-09-04T15:12:39.266457,sensor/Current frequency,0.0,302.1077
2026-09-04T15:12:39.328834,sensor/Current frequency,0.0,216.0762
2026-09-04T15:12:39.385138,sensor/Current frequency,0.0,113.1704
2026-09-04T15:12:39.431404,sensor/Current frequency,0.0,291.0345
2026-09-04T15:12:39.479632,sensor/Current frequency,0.0,318.0086
2026-09-04T15:12:39.534265,sensor/Current frequency,0.0,198.2892
2026-09-04T15:12:39.615988,sensor/Current frequency,0.0,1500.738
2026-09-04T15:12:39.643236,sensor/Current frequency,0.0,304.1055
2026-09-04T15:12:39.696671,sensor/Current frequency,0.0,517.1443
2026-09-04T15:12:39.740490,sensor/Current frequency,0.0,1000.276
2026-09-04T15:12:39.801527,sensor/Current frequency,0.0,181.5047
2026-09-04T15:12:39.848741,sensor/Current frequency,0.004622,1560.02
2026-09-04T15:12:39.905085,sensor/Current frequency,0.009047,1296.675
2026-09-04T15:12:39.957278,sensor/Current frequency,0.011159,1335.963
2026-09-04T15:12:40.009212,sensor/Current frequency,0.012323,205.0069
2026-09-04T15:12:40.062045,sensor/Current frequency,0.013138,1257.076
2026-09-04T15:12:40.114662,sensor/Current frequency,0.0,284.6664
